sales_agent,product,account,deal_stage,engage_date,close_date,close_value
Lajuana Vencill,MG Special,Condax,Lost,2017-07-24,2017-08-28,0.0
Marty Freudenburg,GTX Basic,unknown,Engaging,2017-07-24,,472.0
Marty Freudenburg,GTX Plus Basic,unknown,Engaging,2017-07-24,,472.0
Marty Freudenburg,GTX Plus Basic,Konmatfix,Won,2017-07-24,2017-07-25,1171.0
Maureen Marcano,MG Special,unknown,Engaging,2017-07-24,,472.0
Moses Frase,GTX Basic,Goodsilron,Engaging,2017-07-24,,472.0
Moses Frase,MG Special,Massive Dynamic,Engaging,2017-07-24,,472.0
Moses Frase,MG Special,Inity,Won,2017-07-24,2017-07-25,58.0
Niesha Huffines,GTXPro,unknown,Engaging,2017-07-24,,472.0
Niesha Huffines,GTX Basic,Streethex,Lost,2017-07-24,2017-11-06,0.0
Rosie Papadopoulos,GTXPro,Yearin,Lost,2017-07-24,2017-07-26,0.0
Rosie Papadopoulos,MG Special,Zotware,Won,2017-07-24,2017-07-25,59.0
Versie Hillebrand,GTX Basic,Zathunicon,Engaging,2017-07-24,,472.0
Versie Hillebrand,GTX Plus Basic,unknown,Engaging,2017-07-24,,472.0
Versie Hillebrand,MG Special,unknown,Engaging,2017-07-24,,472.0
Versie Hillebrand,MG Special,unknown,Engaging,2017-07-24,,472.0
Versie Hillebrand,MG Special,unknown,Engaging,2017-07-24,,472.0
Versie Hillebrand,MG Advanced,Doncon,Engaging,2017-07-24,,472.0
Versie Hillebrand,MG Advanced,Ron-tech,Engaging,2017-07-24,,472.0
Versie Hillebrand,MG Special,Hottechi,Won,2017-07-24,2017-07-31,50.0
Vicki Laflamme,GTX Plus Pro,Hatfan,Lost,2017-07-24,2017-11-21,0.0
Violet Mclelland,MG Special,Kinnamplus,Lost,2017-07-24,2017-07-30,0.0
Anna Snelling,MG Special,Dalttechnology,Engaging,2017-07-25,,472.0
Anna Snelling,MG Advanced,Dalttechnology,Engaging,2017-07-25,,472.0
Anna Snelling,MG Advanced,Donquadtech,Engaging,2017-07-25,,472.0
Boris Faz,GTX Basic,Opentech,Lost,2017-07-25,2017-08-03,0.0
Boris Faz,MG Special,Iselectrics,Won,2017-07-25,2017-08-01,48.0
Cassey Cress,GTX Basic,Bubba Gump,Won,2017-07-25,2017-08-21,511.0
Cassey Cress,GTX Plus Basic,Massive Dynamic,Won,2017-07-25,2017-07-29,1311.0
Cecily Lampkin,GTX Basic,unknown,Engaging,2017-07-25,,472.0
Cecily Lampkin,MG Advanced,Gogozoom,Engaging,2017-07-25,,472.0
Cecily Lampkin,MG Special,Dontechi,Lost,2017-07-25,2017-07-27,0.0
Corliss Cosme,GTX Basic,Kan-code,Lost,2017-07-25,2017-08-02,0.0
Daniell Hammack,GTX Plus Pro,Plussunin,Won,2017-07-25,2017-07-27,6100.0
Daniell Hammack,MG Special,Silis,Won,2017-07-25,2017-08-01,61.0
Darcel Schlecht,GTX Basic,unknown,Engaging,2017-07-25,,472.0
Darcel Schlecht,GTX Basic,unknown,Engaging,2017-07-25,,472.0
Darcel Schlecht,GTXPro,Isdom,Engaging,2017-07-25,,472.0
Darcel Schlecht,GTXPro,Isdom,Engaging,2017-07-25,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-25,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-25,,472.0
Darcel Schlecht,MG Advanced,unknown,Engaging,2017-07-25,,472.0
Darcel Schlecht,GTX Plus Basic,Isdom,Lost,2017-07-25,2017-11-13,0.0
Darcel Schlecht,GTXPro,dambase,Lost,2017-07-25,2017-08-08,0.0
Darcel Schlecht,GTX Basic,Ron-tech,Won,2017-07-25,2017-08-03,528.0
Darcel Schlecht,GTX Basic,Stanredtax,Won,2017-07-25,2017-07-31,581.0
Darcel Schlecht,GTX Plus Pro,Toughzap,Won,2017-07-25,2017-09-29,5947.0
Donn Cantrell,MG Advanced,Gekko & Co,Lost,2017-07-25,2017-08-02,0.0
Gladys Colclough,GTX Basic,unknown,Engaging,2017-07-25,,472.0
Gladys Colclough,MG Advanced,unknown,Engaging,2017-07-25,,472.0
Gladys Colclough,GTXPro,Isdom,Lost,2017-07-25,2017-11-05,0.0
Hayden Neloms,MG Advanced,unknown,Engaging,2017-07-25,,472.0
Jonathan Berthelot,GTX Basic,unknown,Engaging,2017-07-25,,472.0
Kami Bicknell,GTX Basic,Green-Plus,Won,2017-07-25,2017-12-02,508.0
Kary Hendrixson,MG Special,unknown,Engaging,2017-07-25,,472.0
Lajuana Vencill,MG Special,Hottechi,Engaging,2017-07-25,,472.0
Lajuana Vencill,MG Advanced,Umbrella Corporation,Engaging,2017-07-25,,472.0
Lajuana Vencill,MG Advanced,unknown,Engaging,2017-07-25,,472.0
Lajuana Vencill,GTX Basic,Dontechi,Lost,2017-07-25,2017-07-31,0.0
Lajuana Vencill,GTX Basic,Konmatfix,Won,2017-07-25,2017-07-30,537.0
Markita Hansen,GTX Plus Basic,Blackzim,Lost,2017-07-25,2017-11-27,0.0
Marty Freudenburg,GTX Basic,Zotware,Engaging,2017-07-25,,472.0
Marty Freudenburg,GTX Plus Pro,unknown,Engaging,2017-07-25,,472.0
Marty Freudenburg,MG Special,Treequote,Engaging,2017-07-25,,472.0
Marty Freudenburg,GTX Plus Basic,Cancity,Won,2017-07-25,2017-07-27,1031.0
Moses Frase,GTX Basic,unknown,Engaging,2017-07-25,,472.0
Moses Frase,MG Advanced,Xx-holding,Engaging,2017-07-25,,472.0
Niesha Huffines,GTX Plus Basic,Konex,Engaging,2017-07-25,,472.0
Niesha Huffines,GTX Plus Basic,unknown,Engaging,2017-07-25,,472.0
Niesha Huffines,MG Advanced,Faxquote,Engaging,2017-07-25,,472.0
Niesha Huffines,GTX Plus Basic,dambase,Won,2017-07-25,2017-11-03,1077.0
Rosalina Dieter,MG Special,unknown,Engaging,2017-07-25,,472.0
Versie Hillebrand,GTX Basic,unknown,Engaging,2017-07-25,,472.0
Versie Hillebrand,MG Special,Sonron,Engaging,2017-07-25,,472.0
Versie Hillebrand,MG Advanced,Dontechi,Won,2017-07-25,2017-11-04,3306.0
Violet Mclelland,GTX Basic,Bioplex,Won,2017-07-25,2017-07-26,491.0
Anna Snelling,MG Special,Konmatfix,Engaging,2017-07-26,,472.0
Anna Snelling,MG Special,unknown,Engaging,2017-07-26,,472.0
Anna Snelling,MG Special,Streethex,Won,2017-07-26,2017-12-02,53.0
Cassey Cress,GTX Plus Basic,Bluth Company,Engaging,2017-07-26,,472.0
Cassey Cress,GTX Plus Pro,Initech,Won,2017-07-26,2017-09-27,5228.0
Cecily Lampkin,GTX Plus Pro,Domzoom,Lost,2017-07-26,2017-07-31,0.0
Darcel Schlecht,GTX Plus Basic,Kinnamplus,Engaging,2017-07-26,,472.0
Darcel Schlecht,GTX Plus Pro,Inity,Engaging,2017-07-26,,472.0
Darcel Schlecht,GTXPro,Sumace,Engaging,2017-07-26,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-26,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-26,,472.0
Darcel Schlecht,MG Advanced,unknown,Engaging,2017-07-26,,472.0
Darcel Schlecht,GTXPro,Streethex,Lost,2017-07-26,2017-11-17,0.0
Darcel Schlecht,GTXPro,Domzoom,Won,2017-07-26,2017-07-27,4677.0
Donn Cantrell,GTX Plus Basic,Acme Corporation,Lost,2017-07-26,2017-09-29,0.0
Donn Cantrell,GTXPro,Kan-code,Lost,2017-07-26,2017-09-26,0.0
Donn Cantrell,GTX Basic,Xx-zobam,Won,2017-07-26,2017-07-28,554.0
Gladys Colclough,MG Special,unknown,Engaging,2017-07-26,,472.0
Gladys Colclough,MG Special,unknown,Engaging,2017-07-26,,472.0
Gladys Colclough,MG Advanced,Xx-holding,Engaging,2017-07-26,,472.0
Gladys Colclough,GTX Plus Pro,dambase,Won,2017-07-26,2017-09-23,5548.0
Gladys Colclough,MG Advanced,Funholding,Won,2017-07-26,2017-07-28,3809.0
James Ascencio,GTXPro,Donquadtech,Engaging,2017-07-26,,472.0
Jonathan Berthelot,GTX Basic,unknown,Engaging,2017-07-26,,472.0
Jonathan Berthelot,GTX Basic,Globex Corporation,Lost,2017-07-26,2017-07-30,0.0
Kary Hendrixson,GTX Plus Pro,unknown,Engaging,2017-07-26,,472.0
Kary Hendrixson,MG Special,Scotfind,Won,2017-07-26,2017-08-10,53.0
Lajuana Vencill,GTX Plus Pro,unknown,Engaging,2017-07-26,,472.0
Lajuana Vencill,MG Advanced,The New York Inquirer,Engaging,2017-07-26,,472.0
Lajuana Vencill,MG Advanced,unknown,Engaging,2017-07-26,,472.0
Lajuana Vencill,MG Advanced,Betatech,Lost,2017-07-26,2017-07-30,0.0
Marty Freudenburg,GTX Plus Basic,Ron-tech,Won,2017-07-26,2017-07-28,1044.0
Maureen Marcano,GTXPro,Kan-code,Lost,2017-07-26,2017-07-30,0.0
Moses Frase,MG Special,unknown,Engaging,2017-07-26,,472.0
Moses Frase,MG Advanced,unknown,Engaging,2017-07-26,,472.0
Moses Frase,MG Advanced,unknown,Engaging,2017-07-26,,472.0
Niesha Huffines,GTX Plus Basic,Umbrella Corporation,Engaging,2017-07-26,,472.0
Vicki Laflamme,GTXPro,unknown,Engaging,2017-07-26,,472.0
Vicki Laflamme,GTXPro,Faxquote,Lost,2017-07-26,2017-08-06,0.0
Wilburn Farren,MG Advanced,Xx-zobam,Won,2017-07-26,2017-07-28,3596.0
Zane Levy,GTX Basic,unknown,Engaging,2017-07-26,,472.0
Zane Levy,GTX Plus Basic,Hottechi,Lost,2017-07-26,2017-07-27,0.0
Zane Levy,GTX Plus Basic,Singletechno,Won,2017-07-26,2017-12-01,1091.0
Zane Levy,GTXPro,Plexzap,Won,2017-07-26,2017-09-26,6000.0
Anna Snelling,GTX Plus Pro,unknown,Engaging,2017-07-27,,472.0
Anna Snelling,GTX Plus Pro,unknown,Engaging,2017-07-27,,472.0
Anna Snelling,MG Special,Golddex,Engaging,2017-07-27,,472.0
Anna Snelling,MG Special,unknown,Engaging,2017-07-27,,472.0
Anna Snelling,GTX Plus Pro,Bioholding,Won,2017-07-27,2017-07-29,5068.0
Anna Snelling,MG Special,Globex Corporation,Won,2017-07-27,2017-07-29,46.0
Cassey Cress,MG Advanced,Vehement Capital Partners,Lost,2017-07-27,2017-12-12,0.0
Cecily Lampkin,GTX Plus Basic,unknown,Engaging,2017-07-27,,472.0
Cecily Lampkin,MG Advanced,Scottech,Won,2017-07-27,2017-08-02,3025.0
Corliss Cosme,GTX Plus Basic,Donware,Lost,2017-07-27,2017-07-29,0.0
Darcel Schlecht,GTX Plus Basic,unknown,Engaging,2017-07-27,,472.0
Darcel Schlecht,GTXPro,Finjob,Engaging,2017-07-27,,472.0
Darcel Schlecht,GTXPro,Funholding,Engaging,2017-07-27,,472.0
Darcel Schlecht,GTXPro,Konex,Engaging,2017-07-27,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-27,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-27,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-27,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-27,,472.0
Darcel Schlecht,MG Advanced,unknown,Engaging,2017-07-27,,472.0
Darcel Schlecht,MG Advanced,unknown,Engaging,2017-07-27,,472.0
Darcel Schlecht,GTXPro,dambase,Won,2017-07-27,2017-08-09,4790.0
Darcel Schlecht,GTXPro,Zumgoity,Won,2017-07-27,2017-08-23,4861.0
Gladys Colclough,GTX Plus Pro,unknown,Engaging,2017-07-27,,472.0
Gladys Colclough,MG Advanced,unknown,Engaging,2017-07-27,,472.0
Gladys Colclough,GTX Basic,Cancity,Lost,2017-07-27,2017-09-15,0.0
Hayden Neloms,GTX Plus Basic,unknown,Engaging,2017-07-27,,472.0
James Ascencio,GTX Basic,Hottechi,Won,2017-07-27,2017-09-15,586.0
Jonathan Berthelot,GTX Basic,unknown,Engaging,2017-07-27,,472.0
Jonathan Berthelot,GTX Basic,unknown,Engaging,2017-07-27,,472.0
Jonathan Berthelot,GTX Plus Basic,Singletechno,Engaging,2017-07-27,,472.0
Jonathan Berthelot,GTX Plus Basic,unknown,Engaging,2017-07-27,,472.0
Kami Bicknell,GTX Basic,Scotfind,Won,2017-07-27,2017-08-10,514.0
Markita Hansen,GTXPro,Konex,Won,2017-07-27,2017-07-28,4209.0
Marty Freudenburg,GTX Basic,unknown,Engaging,2017-07-27,,472.0
Marty Freudenburg,GTX Plus Basic,Singletechno,Engaging,2017-07-27,,472.0
Marty Freudenburg,GTX Plus Basic,Y-corporation,Engaging,2017-07-27,,472.0
Marty Freudenburg,MG Special,Genco Pura Olive Oil Company,Lost,2017-07-27,2017-08-01,0.0
Marty Freudenburg,GTX Plus Basic,Domzoom,Won,2017-07-27,2017-08-07,965.0
Moses Frase,GTX Basic,unknown,Engaging,2017-07-27,,472.0
Niesha Huffines,GTX Basic,unknown,Engaging,2017-07-27,,472.0
Niesha Huffines,MG Special,unknown,Engaging,2017-07-27,,472.0
Rosalina Dieter,GTK 500,unknown,Engaging,2017-07-27,,472.0
Rosalina Dieter,GTX Plus Pro,Newex,Lost,2017-07-27,2017-07-28,0.0
Versie Hillebrand,GTX Plus Pro,Xx-zobam,Engaging,2017-07-27,,472.0
Versie Hillebrand,MG Special,unknown,Engaging,2017-07-27,,472.0
Vicki Laflamme,GTX Basic,Groovestreet,Won,2017-07-27,2017-08-06,651.0
Zane Levy,GTXPro,Toughzap,Engaging,2017-07-27,,472.0
Anna Snelling,GTX Basic,Yearin,Engaging,2017-07-28,,472.0
Anna Snelling,MG Special,unknown,Engaging,2017-07-28,,472.0
Anna Snelling,MG Advanced,Conecom,Lost,2017-07-28,2017-08-03,0.0
Boris Faz,GTX Basic,unknown,Engaging,2017-07-28,,472.0
Cassey Cress,GTX Plus Basic,Umbrella Corporation,Lost,2017-07-28,2017-11-07,0.0
Corliss Cosme,GTX Basic,Ganjaflex,Won,2017-07-28,2017-11-11,550.0
Daniell Hammack,GTX Plus Basic,unknown,Engaging,2017-07-28,,472.0
Darcel Schlecht,GTX Plus Basic,Statholdings,Engaging,2017-07-28,,472.0
Darcel Schlecht,GTXPro,Xx-zobam,Engaging,2017-07-28,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-28,,472.0
Darcel Schlecht,MG Special,unknown,Engaging,2017-07-28,,472.0
Darcel Schlecht,GTXPro,Ron-tech,Lost,2017-07-28,2017-07-29,0.0
Darcel Schlecht,GTX Basic,Conecom,Won,2017-07-28,2017-08-23,589.0
Darcel Schlecht,GTXPro,Inity,Won,2017-07-28,2017-07-30,4387.0
Darcel Schlecht,GTXPro,Streethex,Won,2017-07-28,2017-07-30,4555.0
Donn Cantrell,GTXPro,Massive Dynamic,Lost,2017-07-28,2017-08-06,0.0
Elease Gluck,GTX Basic,Green-Plus,Won,2017-07-28,2017-07-29,514.0
Gladys Colclough,GTXPro,Newex,Engaging,2017-07-28,,472.0
Hayden Neloms,GTX Plus Basic,Nam-zim,Lost,2017-07-28,2017-07-29,0.0
Jonathan Berthelot,GTX Basic,unknown,Engaging,2017-07-28,,472.0
Jonathan Berthelot,GTXPro,unknown,Engaging,2017-07-28,,472.0
Jonathan Berthelot,GTXPro,Cancity,Won,2017-07-28,2017-07-29,4671.0
Kami Bicknell,MG Special,Labdrill,Lost,2017-07-28,2017-07-29,0.0
Kami Bicknell,GTX Basic,Singletechno,Won,2017-07-28,2017-11-15,518.0
Lajuana Vencill,GTX Basic,Nam-zim,Engaging,2017-07-28,,472.0
Lajuana Vencill,GTX Basic,unknown,Engaging,2017-07-28,,472.0
Lajuana Vencill,GTX Basic,unknown,Engaging,2017-07-28,,472.0
Lajuana Vencill,MG Special,Dalttechnology,Engaging,2017-07-28,,472.0
Marty Freudenburg,GTX Basic,unknown,Engaging,2017-07-28,,472.0
Marty Freudenburg,GTX Plus Basic,unknown,Engaging,2017-07-28,,472.0
Marty Freudenburg,GTXPro,Cancity,Won,2017-07-28,2017-07-29,4172.0
Moses Frase,MG Special,unknown,Engaging,2017-07-28,,472.0
Moses Frase,GTX Plus Pro,dambase,Lost,2017-07-28,2017-08-10,0.0
Niesha Huffines,MG Advanced,Treequote,Engaging,2017-07-28,,472.0
Reed Clapper,MG Special,Massive Dynamic,Won,2017-07-28,2017-08-10,53.0
Rosalina Dieter,GTX Basic,unknown,Engaging,2017-07-28,,472.0
Rosie Papadopoulos,MG Advanced,Gekko & Co,Lost,2017-07-28,2017-11-27,0.0
Versie Hillebrand,GTX Basic,Kan-code,Engaging,2017-07-28,,472.0
Versie Hillebrand,MG Special,Bioholding,Won,2017-07-28,2017-08-19,53.0
Versie Hillebrand,MG Special,Condax,Won,2017-07-28,2017-08-03,60.0
Versie Hillebrand,MG Special,Inity,Won,2017-07-28,2017-11-01,53.0
Violet Mclelland,GTXPro,Acme Corporation,Lost,2017-07-28,2017-07-29,0.0
Wilburn Farren,MG Special,Zathunicon,Lost,2017-07-28,2017-12-02,0.0
Zane Levy,GTX Basic,Green-Plus,Lost,2017-07-28,2017-07-30,0.0
Anna Snelling,GTX Plus Pro,unknown,Engaging,2017-07-29,,472.0
Anna Snelling,MG Advanced,unknown,Engaging,2017-07-29,,472.0
Anna Snelling,GTX Plus Pro,Isdom,Won,2017-07-29,2017-08-05,4603.0
Cecily Lampkin,MG Special,unknown,Engaging,2017-07-29,,472.0
Cecily Lampkin,GTX Basic,Finhigh,Won,2017-07-29,2017-09-05,610.0
Corliss Cosme,MG Advanced,unknown,Engaging,2017-07-29,,472.0
Daniell Hammack,GTX Plus Basic,Konex,Won,2017-07-29,2017-08-06,1189.0
Darcel Schlecht,GTX Basic,Codehow,Engaging,2017-07-29,,472.0
Darcel Schlecht,GTX Plus Basic,unknown,Engaging,2017-07-29,,472.0
Darcel Schlecht,GTXPro,The New York Inquirer,Engaging,2017-07-29,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-29,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-29,,472.0
Darcel Schlecht,MG Special,Singletechno,Engaging,2017-07-29,,472.0
Donn Cantrell,GTXPro,Massive Dynamic,Lost,2017-07-29,2017-07-30,0.0
Donn Cantrell,GTX Plus Pro,Sumace,Won,2017-07-29,2017-07-31,5480.0
Elease Gluck,MG Special,Sonron,Won,2017-07-29,2017-11-02,56.0
Garret Kinder,GTX Plus Basic,Ontomedia,Lost,2017-07-29,2017-08-02,0.0
Garret Kinder,GTX Plus Basic,Zotware,Won,2017-07-29,2017-09-16,983.0
Garret Kinder,GTXPro,Massive Dynamic,Won,2017-07-29,2017-08-16,5319.0
Gladys Colclough,MG Special,unknown,Engaging,2017-07-29,,472.0
James Ascencio,GTXPro,Konex,Won,2017-07-29,2017-08-08,4941.0
James Ascencio,MG Advanced,Sunnamplex,Won,2017-07-29,2017-08-02,3260.0
Jonathan Berthelot,GTX Plus Basic,unknown,Engaging,2017-07-29,,472.0
Jonathan Berthelot,MG Special,unknown,Engaging,2017-07-29,,472.0
Kami Bicknell,GTX Plus Basic,Bluth Company,Engaging,2017-07-29,,472.0
Kami Bicknell,MG Advanced,unknown,Engaging,2017-07-29,,472.0
Kami Bicknell,GTX Plus Basic,Hottechi,Lost,2017-07-29,2017-08-03,0.0
Kami Bicknell,GTX Plus Pro,Goodsilron,Won,2017-07-29,2017-07-31,4842.0
Kami Bicknell,MG Advanced,Blackzim,Won,2017-07-29,2017-09-29,3463.0
Lajuana Vencill,GTX Basic,unknown,Engaging,2017-07-29,,472.0
Lajuana Vencill,MG Special,Zumgoity,Engaging,2017-07-29,,472.0
Lajuana Vencill,GTX Basic,Konmatfix,Lost,2017-07-29,2017-08-01,0.0
Marty Freudenburg,GTX Basic,unknown,Engaging,2017-07-29,,472.0
Maureen Marcano,GTX Basic,Newex,Lost,2017-07-29,2017-07-30,0.0
Reed Clapper,GTXPro,Mathtouch,Won,2017-07-29,2017-08-08,4252.0
Rosie Papadopoulos,GTXPro,Zotware,Won,2017-07-29,2017-09-04,4906.0
Versie Hillebrand,GTX Plus Pro,unknown,Engaging,2017-07-29,,472.0
Versie Hillebrand,MG Special,Yearin,Engaging,2017-07-29,,472.0
Versie Hillebrand,MG Special,unknown,Engaging,2017-07-29,,472.0
Versie Hillebrand,MG Special,Inity,Lost,2017-07-29,2017-08-10,0.0
Wilburn Farren,MG Advanced,unknown,Engaging,2017-07-29,,472.0
Anna Snelling,GTX Basic,unknown,Engaging,2017-07-30,,472.0
Anna Snelling,GTX Basic,unknown,Engaging,2017-07-30,,472.0
Anna Snelling,MG Special,unknown,Engaging,2017-07-30,,472.0
Anna Snelling,MG Special,unknown,Engaging,2017-07-30,,472.0
Anna Snelling,GTX Plus Pro,Finhigh,Lost,2017-07-30,2017-08-07,0.0
Boris Faz,MG Special,Acme Corporation,Engaging,2017-07-30,,472.0
Cassey Cress,GTX Plus Basic,unknown,Engaging,2017-07-30,,472.0
Cecily Lampkin,MG Advanced,unknown,Engaging,2017-07-30,,472.0
Corliss Cosme,MG Advanced,Umbrella Corporation,Won,2017-07-30,2017-11-18,3113.0
Daniell Hammack,GTX Plus Basic,Bluth Company,Won,2017-07-30,2017-08-10,1097.0
Darcel Schlecht,GTX Basic,unknown,Engaging,2017-07-30,,472.0
Darcel Schlecht,GTX Plus Basic,unknown,Engaging,2017-07-30,,472.0
Darcel Schlecht,GTX Plus Pro,Scottech,Engaging,2017-07-30,,472.0
Darcel Schlecht,GTXPro,J-Texon,Engaging,2017-07-30,,472.0
Darcel Schlecht,MG Advanced,unknown,Engaging,2017-07-30,,472.0
Darcel Schlecht,MG Advanced,unknown,Engaging,2017-07-30,,472.0
Darcel Schlecht,MG Advanced,Hottechi,Lost,2017-07-30,2017-08-05,0.0
Darcel Schlecht,GTX Plus Basic,Condax,Won,2017-07-30,2017-12-04,1245.0
Darcel Schlecht,GTX Plus Basic,Scottech,Won,2017-07-30,2017-08-04,1160.0
Darcel Schlecht,MG Special,Bioholding,Won,2017-07-30,2017-07-31,53.0
Donn Cantrell,GTXPro,Initech,Lost,2017-07-30,2017-08-11,0.0
Gladys Colclough,GTX Plus Basic,unknown,Engaging,2017-07-30,,472.0
Gladys Colclough,GTXPro,unknown,Engaging,2017-07-30,,472.0
Gladys Colclough,MG Special,unknown,Engaging,2017-07-30,,472.0
Gladys Colclough,MG Advanced,Funholding,Lost,2017-07-30,2017-08-06,0.0
Hayden Neloms,MG Advanced,Newex,Lost,2017-07-30,2017-07-31,0.0
James Ascencio,GTXPro,Cheers,Won,2017-07-30,2017-09-10,5031.0
Jonathan Berthelot,GTXPro,Rangreen,Won,2017-07-30,2017-07-31,5741.0
Kami Bicknell,MG Special,unknown,Engaging,2017-07-30,,472.0
Kami Bicknell,GTX Plus Basic,Plusstrip,Won,2017-07-30,2017-08-09,1038.0
Kary Hendrixson,GTX Basic,unknown,Engaging,2017-07-30,,472.0
Kary Hendrixson,GTX Basic,Condax,Lost,2017-07-30,2017-08-05,0.0
Kary Hendrixson,GTX Basic,J-Texon,Lost,2017-07-30,2017-11-20,0.0
Lajuana Vencill,GTX Basic,unknown,Engaging,2017-07-30,,472.0
Lajuana Vencill,MG Special,Bioholding,Engaging,2017-07-30,,472.0
Lajuana Vencill,GTX Basic,Funholding,Won,2017-07-30,2017-08-09,502.0
Marty Freudenburg,GTX Plus Basic,unknown,Engaging,2017-07-30,,472.0
Marty Freudenburg,MG Special,unknown,Engaging,2017-07-30,,472.0
Maureen Marcano,GTX Plus Basic,unknown,Engaging,2017-07-30,,472.0
Maureen Marcano,GTXPro,Nam-zim,Won,2017-07-30,2017-07-31,4913.0
Moses Frase,GTX Basic,unknown,Engaging,2017-07-30,,472.0
Moses Frase,MG Special,Plusstrip,Engaging,2017-07-30,,472.0
Moses Frase,MG Advanced,Rundofase,Won,2017-07-30,2017-09-19,3457.0
Niesha Huffines,GTX Basic,Donquadtech,Engaging,2017-07-30,,472.0
Niesha Huffines,GTX Basic,unknown,Engaging,2017-07-30,,472.0
Niesha Huffines,GTX Plus Basic,Dontechi,Engaging,2017-07-30,,472.0
Niesha Huffines,MG Special,unknown,Engaging,2017-07-30,,472.0
Reed Clapper,GTX Plus Pro,Opentech,Won,2017-07-30,2017-08-08,5204.0
Rosie Papadopoulos,MG Advanced,Plussunin,Won,2017-07-30,2017-08-07,3019.0
Rosie Papadopoulos,MG Advanced,Sumace,Won,2017-07-30,2017-08-18,3453.0
Versie Hillebrand,MG Special,unknown,Engaging,2017-07-30,,472.0
Versie Hillebrand,MG Advanced,unknown,Engaging,2017-07-30,,472.0
Vicki Laflamme,MG Advanced,Labdrill,Won,2017-07-30,2017-11-13,3464.0
Violet Mclelland,MG Special,unknown,Engaging,2017-07-30,,472.0
Violet Mclelland,MG Advanced,Zathunicon,Won,2017-07-30,2017-08-19,2937.0
Wilburn Farren,GTX Basic,Kan-code,Won,2017-07-30,2017-08-15,463.0
Anna Snelling,MG Special,Rangreen,Engaging,2017-07-31,,472.0
Boris Faz,GTXPro,Bluth Company,Won,2017-07-31,2017-09-11,4096.0
Cecily Lampkin,MG Advanced,unknown,Engaging,2017-07-31,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-31,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-31,,472.0
Darcel Schlecht,MG Special,unknown,Engaging,2017-07-31,,472.0
Gladys Colclough,GTX Basic,Sumace,Engaging,2017-07-31,,472.0
Gladys Colclough,MG Advanced,Sumace,Engaging,2017-07-31,,472.0
Hayden Neloms,MG Advanced,unknown,Engaging,2017-07-31,,472.0
James Ascencio,GTX Plus Pro,unknown,Engaging,2017-07-31,,472.0
Jonathan Berthelot,GTX Basic,unknown,Engaging,2017-07-31,,472.0
Lajuana Vencill,GTX Basic,unknown,Engaging,2017-07-31,,472.0
Lajuana Vencill,GTX Plus Basic,unknown,Engaging,2017-07-31,,472.0
Lajuana Vencill,MG Advanced,Acme Corporation,Engaging,2017-07-31,,472.0
Lajuana Vencill,MG Advanced,unknown,Engaging,2017-07-31,,472.0
Markita Hansen,GTX Plus Pro,unknown,Engaging,2017-07-31,,472.0
Markita Hansen,GTX Plus Basic,Plexzap,Lost,2017-07-31,2017-08-04,0.0
Markita Hansen,GTXPro,Y-corporation,Lost,2017-07-31,2017-11-23,0.0
Markita Hansen,MG Advanced,Sunnamplex,Won,2017-07-31,2017-08-10,3187.0
Marty Freudenburg,GTX Plus Basic,unknown,Engaging,2017-07-31,,472.0
Moses Frase,GTX Plus Basic,unknown,Engaging,2017-07-31,,472.0
Moses Frase,MG Advanced,unknown,Engaging,2017-07-31,,472.0
Moses Frase,MG Special,Cancity,Lost,2017-07-31,2017-11-02,0.0
Moses Frase,GTX Plus Pro,Rangreen,Won,2017-07-31,2017-11-10,5234.0
Niesha Huffines,GTX Basic,Kan-code,Engaging,2017-07-31,,472.0
Niesha Huffines,GTX Plus Basic,unknown,Engaging,2017-07-31,,472.0
Reed Clapper,GTX Plus Pro,Zotware,Won,2017-07-31,2017-09-28,6180.0
Versie Hillebrand,MG Special,unknown,Engaging,2017-07-31,,472.0
Versie Hillebrand,MG Special,Inity,Won,2017-07-31,2017-08-10,53.0
Vicki Laflamme,MG Special,Konex,Lost,2017-07-31,2017-08-05,0.0
Vicki Laflamme,MG Advanced,Cheers,Won,2017-07-31,2017-08-12,3687.0
Violet Mclelland,MG Special,unknown,Engaging,2017-07-31,,472.0
Zane Levy,GTXPro,Konex,Won,2017-07-31,2017-08-20,6069.0
Anna Snelling,GTX Plus Basic,unknown,Engaging,2017-08-01,,472.0
Anna Snelling,GTX Plus Basic,unknown,Engaging,2017-08-01,,472.0
